runtime,1 card in a Pack,6 cards in a Pack
6321,2771,2484
6322,2705,2406
6323,2318,3414
6324,2385,2874
6325,2167,1812
6326,2241,2646
6327,2842,2376
6328,2651,2310
6329,2632,2688
6330,2597,3018
6331,2212,2916
6332,3038,2766
6333,2032,2904
6334,2849,2460
6335,1932,2046
6336,2270,2430
6337,2583,1986
6338,2698,2544
6339,3366,3138
6340,2237,2754
6341,2346,2514
6342,2441,2640
6343,3550,3000
6344,1809,2778
6345,3329,2610
6346,2835,2958
6347,1879,2460
6348,3473,3078
6349,2940,2550
6350,2597,2814
6351,2664,2946
6352,2688,4320
6353,2556,2274
6354,2251,2166
6355,2855,2826
6356,4391,3414
6357,2023,2520
6358,2562,2352
6359,3092,3678
6360,2542,2922
6361,2070,2868
6362,2675,3810
6363,2297,2934
6364,1664,3096
6365,2876,2142
6366,2015,3252
6367,2499,2430
6368,2653,2856
6369,2772,2286
6370,2505,2970
6371,4390,2208
6372,3917,1944
6373,2312,2070
6374,2355,3294
6375,2087,2658
6376,2547,2310
6377,2501,2622
6378,2158,2412
6379,2491,2622
6380,2390,2238
6381,1862,3138
6382,1795,2526
6383,2984,3222
6384,2250,2154
6385,3683,2814
6386,2811,2178
6387,3955,2670
6388,2777,3726
6389,2396,2292
6390,2191,2508
6391,2119,2076
6392,3886,2610
6393,2168,2472
6394,3642,2508
6395,2200,2286
6396,2504,2184
6397,3109,2436
6398,2653,2328
6399,2969,2430
6400,1889,2670
6401,2327,2232
6402,2623,2580
6403,2585,4434
6404,3900,2664
6405,2561,3528
6406,3375,2136
6407,1992,3030
6408,3082,2364
6409,2704,2856
6410,2963,2286
6411,2281,2100
6412,2607,1872
6413,3234,3426
6414,2164,2166
6415,2124,2226
6416,4060,2280
6417,2414,2604
6418,2393,2010
6419,3335,4530
6420,2048,2040
6421,2312,2706
6422,2761,3138
6423,2678,2856
6424,3283,2196
6425,2170,2022
6426,3247,2640
6427,2348,3432
6428,3381,2022
6429,4257,3150
6430,2406,2562
6431,2313,1860
6432,2008,2100
6433,2649,2952
6434,2250,2304
6435,2785,3756
6436,2898,4068
6437,1958,2154
6438,2108,2826
6439,2611,2382
6440,2999,2544
6441,2336,3216
6442,3324,2964
6443,2413,2004
6444,2520,2346
6445,2829,2616
6446,2433,1758
6447,3093,2112
6448,2036,2988
6449,2521,2778
6450,2018,2562
6451,3405,2556
6452,2665,2448
6453,2495,2808
6454,1944,2802
6455,2398,2298
6456,3104,3498
6457,2221,2070
6458,2783,2532
6459,2025,2478
6460,3227,2310
6461,3022,2694
6462,2955,3066
6463,2913,2106
6464,2118,2484
6465,2423,2832
6466,2405,2442
6467,1858,2136
6468,2204,2868
6469,2927,2388
6470,2447,2430
6471,2127,2652
6472,3428,2016
6473,2816,2874
6474,2580,2460
6475,2938,1914
6476,2722,2340
6477,3307,2526
6478,2084,2532
6479,2503,2538
6480,2676,2730
6481,2095,2940
6482,4115,3582
6483,2673,2916
6484,2796,2460
6485,2357,1962
6486,2361,2244
6487,2576,2184
6488,2562,2616
6489,3707,2388
6490,1874,2502
6491,2298,2136
6492,2605,1986
6493,3003,2676
6494,3506,2484
6495,2744,2364
6496,1716,3216
6497,3594,2592
6498,2920,2952
6499,2337,3948
6500,2364,2274
6501,2010,2286
6502,2158,2184
6503,2349,2220
6504,3109,2604
6505,1984,2646
6506,2319,3246
6507,2260,2070
6508,2293,2046
6509,2314,3000
6510,1942,2784
6511,2752,2706
6512,2775,2514
6513,2156,1920
6514,2221,3456
6515,1983,3174
6516,2284,3060
6517,3316,2526
6518,2379,2544
6519,2260,3660
6520,2703,2310
6521,3915,3546
6522,2705,2784
6523,1928,2358
6524,2478,2478
6525,2955,1914
6526,2520,2574
6527,2283,2214
6528,2703,2274
6529,2391,1992
6530,2149,2340
6531,4297,2700
6532,2778,2862
6533,2537,1980
6534,2722,2268
6535,3209,4188
6536,2332,3570
6537,2646,2334
6538,3296,2664
6539,1924,2106
6540,1935,2304
6541,3834,2988
6542,2093,1980
6543,1805,2388
6544,2562,3240
6545,3358,2298
6546,1982,2136
6547,2692,1974
6548,2256,2394
6549,3977,2160
6550,2304,2586
6551,4445,2220
6552,2269,2436
6553,2390,2154
6554,2539,2580
6555,1993,2064
6556,2770,2634
6557,4802,2412
6558,4773,1866
6559,2876,2268
6560,4476,3384
6561,2124,2874
6562,2531,2304
6563,2765,2478
6564,2760,2886
6565,2758,2628
6566,2351,2472
6567,2671,1896
6568,2231,1968
6569,1917,2226
6570,3114,2262
6571,1970,1908
6572,3011,2220
6573,1717,2394
6574,2693,2346
6575,1829,2172
6576,2353,2484
6577,2780,2568
6578,2151,2964
6579,2282,3666
6580,2042,2022
6581,2344,2382
6582,2461,2382
6583,3014,2478
6584,2157,2442
6585,3461,2604
6586,1895,3114
6587,3088,2712
6588,3311,2142
6589,2858,2490
6590,2595,2136
6591,5173,2712
6592,3267,2034
6593,3169,2376
6594,2285,3384
6595,2875,2412
6596,2176,2226
6597,3320,2478
6598,2489,3144
6599,2384,3780
6600,2010,2706
6601,2087,2556
6602,2624,3000
6603,2595,2868
6604,2488,2568
6605,2687,2112
6606,2688,3234
6607,2993,3120
6608,2059,2994
6609,2248,2544
6610,2295,2598
6611,2487,2136
6612,2355,2592
6613,2416,2286
6614,2317,2418
6615,2122,2058
6616,2394,2274
6617,3801,2166
6618,2696,3552
6619,2271,2214
6620,3631,3750
6621,2645,2430
6622,3036,2952
6623,4007,3036
6624,2564,4116
6625,2744,2352
6626,2704,2484
6627,1989,3336
6628,2421,2730
6629,2747,2166
6630,2248,1944
6631,2780,3456
6632,2126,2886
6633,2885,2406
6634,2749,3108
6635,2136,2184
6636,3165,2502
6637,2934,2082
6638,3153,3834
6639,3157,2382
6640,3178,2208
6641,2055,3852
6642,2528,4056
6643,2179,2892
6644,2918,3456
6645,2961,3918
6646,3341,2766
6647,1879,2256
6648,2614,2574
6649,2298,3342
6650,2493,2544
6651,3000,2700
6652,2570,2898
6653,2278,2730
6654,2589,2046
6655,2077,1842
6656,2672,2124
6657,3168,2934
6658,2548,2022
6659,3711,2574
6660,2911,2970
6661,3860,3084
6662,2331,2244
6663,2137,2454
6664,1914,2430
6665,2749,2256
6666,2490,2226
6667,3046,3378
6668,2523,1878
6669,1613,2352
6670,2153,2592
6671,2108,2178
6672,2665,2868
6673,2845,2520
6674,2081,3462
6675,2667,2802
6676,2597,2658
6677,3165,2652
6678,2841,3012
6679,3372,2478
6680,2287,1956
6681,3714,2610
6682,2746,3444
6683,3463,2976
6684,2276,2826
6685,2329,2712
6686,2203,2832
6687,2417,2382
6688,2016,3858
6689,2983,2166
6690,2606,2160
6691,2605,3150
6692,2484,1998
6693,2860,2526
6694,2759,2448
6695,2235,3108
6696,2757,2154
6697,2303,1692
6698,2129,1650
6699,2072,2298
6700,2322,2892
6701,2247,2196
6702,2929,3360
6703,3366,2754
6704,2753,3432
6705,3476,2844
6706,2793,2262
6707,2581,1986
6708,3029,3234
6709,2919,2130
6710,2598,2514
6711,2129,2682
6712,1919,2172
6713,2447,2940
6714,3154,3570
6715,2278,2712
6716,2170,2256
6717,2540,2460
6718,3158,3876
6719,2686,1968
6720,2099,2544
6721,2136,2658
6722,1889,2034
6723,2422,2898
6724,1952,2274
6725,3015,3024
6726,3576,2994
6727,2375,2844
6728,2697,3090
6729,1968,2778
6730,2638,2604
6731,2417,3048
6732,2487,2628
6733,2590,1728
6734,3191,2034
6735,2299,2490
6736,2982,2364
6737,2176,2304
6738,2027,2166
6739,3257,2220
6740,2550,2454
6741,3542,3324
6742,3647,2202
6743,2915,1926
6744,3101,2058
6745,2351,2568
6746,3187,3246
6747,1841,2106
6748,2157,3132
6749,1989,2466
6750,2132,3774
6751,2448,2790
6752,2322,3432
6753,1892,2976
6754,2548,2436
6755,3135,2718
6756,1858,4260
6757,2541,4266
6758,2906,1830
6759,2200,2706
6760,1931,3516
6761,3537,2466
6762,2706,2904
6763,3042,2118
6764,2585,2010
6765,2109,2364
6766,2845,3438
6767,2019,2448
6768,2783,2202
6769,2987,2334
6770,2531,2376
6771,3356,2628
6772,2178,2286
6773,3700,2646
6774,3028,2106
6775,2393,3720
6776,3050,3192
6777,2587,2712
6778,2165,2868
6779,3239,2730
6780,3043,2094
6781,2465,2802
6782,2401,2118
6783,1828,2670
6784,2148,2064
6785,2906,3036
6786,2956,2166
6787,2713,2556
6788,3028,2196
6789,2659,2652
6790,2448,2358
6791,2559,1860
6792,2132,1998
6793,2060,1974
6794,3000,1992
6795,2126,2760
6796,1997,2316
6797,2450,2580
6798,2958,2502
6799,2485,2388
6800,3237,2958
6801,2594,2544
6802,2024,2412
6803,2974,2508
6804,2433,2706
6805,3058,3252
6806,2559,3696
6807,2424,2550
6808,2535,2640
6809,2468,2532
6810,2642,2340
6811,2110,2532
6812,3530,2712
6813,2042,2754
6814,2748,2994
6815,2340,2364
6816,1961,2538
6817,2824,2214
6818,2551,4176
6819,2359,2232
6820,2725,2766
6821,3228,3732
6822,2545,2274
6823,2915,3030
6824,2445,2796
6825,2035,2424
6826,3154,2310
6827,2026,2586
6828,2660,2202
6829,2177,3288
6830,2315,2256
6831,2333,2304
6832,2819,2208
6833,2933,2064
6834,2463,1920
6835,3311,3888
6836,2724,2088
6837,2352,2508
6838,2406,2430
6839,2235,2160
6840,3349,1962
6841,2472,2424
6842,3309,3570
6843,2390,2664
6844,2822,2400
6845,2764,2466
6846,3132,2172
6847,3291,2040
6848,2391,2124
6849,2663,3114
6850,3213,2010
6851,2361,1782
6852,2837,2196
6853,2452,3654
6854,2826,3348
6855,2520,2412
6856,2272,2328
6857,1847,2286
6858,2384,2568
6859,3138,2820
6860,2720,2184
6861,2097,2238
6862,3329,2340
6863,2428,3672
6864,2446,3138
6865,2389,2586
6866,2279,3018
6867,2356,2070
6868,1988,2436
6869,2861,2574
6870,3228,3708
6871,2443,2682
6872,3234,2658
6873,2585,2880
6874,2697,2364
6875,2341,2580
6876,3322,2238
6877,2902,2430
6878,2344,2064
6879,2186,2754
6880,1926,3156
6881,2746,2142
6882,2143,2142
6883,2355,2370
6884,3166,2262
6885,2383,2682
6886,2299,3720
6887,2767,2316
6888,2749,2706
6889,2473,2250
6890,3101,2214
6891,2017,2382
6892,3225,3468
6893,2953,3420
6894,2640,2460
6895,3217,2346
6896,2420,2982
6897,3883,2832
6898,2203,3042
6899,2117,2052
6900,2720,2118
6901,2772,2148
6902,2892,2316
6903,2021,4272
6904,2731,2628
6905,2834,2982
6906,2159,2286
6907,3993,1866
6908,2222,2514
6909,2307,2436
6910,2055,3372
6911,2559,4068
6912,2724,4128
6913,2897,2922
6914,2624,1752
6915,2267,2256
6916,2351,2778
6917,2435,3516
6918,2723,2406
6919,1994,2694
6920,2851,2886
6921,1899,2646
6922,2855,2520
6923,2371,2106
6924,2305,2694
6925,2389,2292
6926,2298,3492
6927,3187,3000
6928,1972,2016
6929,2400,3006
6930,2331,3402
6931,2758,3078
6932,2338,2076
6933,2572,2082
6934,2143,1914
6935,2463,3474
6936,2641,2088
6937,3082,2544
6938,2771,3342
6939,2002,2508
6940,2532,2784
6941,2724,2244
6942,2168,2808
6943,3297,2832
6944,2379,2586
6945,2344,2226
6946,2880,1872
6947,2587,2736
6948,3489,2052
6949,3489,2166
6950,2338,2982
6951,2275,2166
6952,3677,2754
6953,2620,2400
6954,3573,2748
6955,4988,2706
6956,2052,2994
6957,2604,2538
6958,2042,2388
6959,2316,2358
6960,3434,2484
6961,2925,3114
6962,2760,2628
6963,2696,2880
6964,3527,2646
6965,2491,2076
6966,2168,2334
6967,2199,2634
6968,2456,2754
6969,2776,2052
6970,2762,2370
6971,2130,2436
6972,2114,2742
6973,2353,2214
6974,2066,1962
6975,2429,2682
6976,2463,2574
6977,2460,2952
6978,2367,3570
6979,2201,2826
6980,2922,2802
6981,2601,2928
6982,3186,2196
6983,2348,2862
6984,4374,3150
6985,2991,1842
6986,2655,2370
6987,2543,2604
6988,3594,2448
6989,2367,2148
6990,2691,2412
6991,2289,2490
6992,2370,2268
6993,3528,2766
6994,2402,2520
6995,2334,2112
6996,2107,4050
6997,2704,3066
6998,2870,2094
6999,2035,2856
7000,2585,4650
7001,3318,2874
7002,3292,2130
7003,2029,3096
7004,2119,2634
7005,2383,2634
7006,2701,1908
7007,2359,2358
7008,2659,4116
7009,2456,3042
7010,2239,2568
7011,2454,2832
7012,2322,2316
7013,2014,2580
7014,2903,1878
7015,2253,2694
7016,3093,2946
7017,2283,2928
7018,2575,2652
7019,2796,2814
7020,3348,4008
7021,3110,2598
7022,2519,1932
7023,2184,2520
7024,2409,2184
7025,2639,2802
7026,1676,3192
7027,2298,2226
7028,2285,2916
7029,3208,2808
7030,2444,2070
7031,2103,4272
7032,2475,2160
7033,2720,2970
7034,2443,2226
7035,2917,3306
7036,3213,3006
7037,2802,2274
7038,1804,2172
7039,1777,2250
7040,2580,2526
7041,1977,2868
7042,2100,2688
7043,2202,3072
7044,2160,2412
7045,2755,2880
7046,2869,2514
7047,2266,2844
7048,4161,2058
7049,2370,3240
7050,2347,2166
7051,1918,2508
7052,2685,2622
7053,3236,2940
7054,2223,2022
7055,3099,4134
7056,3049,2136
7057,2864,2034
7058,2500,3060
7059,2649,2058
7060,2094,2562
7061,2877,2946
7062,2732,2742
7063,3081,3564
7064,3493,2448
7065,2423,2640
7066,1981,3186
7067,2790,2718
7068,2323,2040
7069,1964,1854
7070,2408,2064
7071,3397,3450
7072,2236,3054
7073,2049,4446
7074,1924,2430
7075,2511,2778
7076,2391,5010
7077,2490,3090
7078,2984,2190
7079,3755,2520
7080,2369,2100
7081,3414,2688
7082,2608,1896
7083,2491,3822
7084,3060,2550
7085,3426,1908
7086,2526,1986
7087,3027,2136
7088,2347,2298
7089,2073,3474
7090,2761,3504
7091,1906,2406
7092,1925,1938
7093,2415,3234
7094,1889,2628
7095,3139,1950
7096,2137,1830
7097,3211,3042
7098,2274,2502
7099,2166,2334
7100,2118,3096
7101,1660,3264
7102,2238,2376
7103,2396,2166
7104,2609,2088
7105,3145,3186
7106,2492,2412
7107,2038,2526
7108,3122,2232
7109,2635,2682
7110,2481,3744
7111,1768,1962
7112,2920,2370
7113,2843,2670
7114,2469,2844
7115,2786,1962
7116,2411,2040
7117,2167,2556
7118,2039,2970
7119,2740,2250
7120,3300,2736
7121,1776,3084
7122,1951,2868
7123,2526,2304
7124,2538,2268
7125,2823,2394
7126,2883,2502
7127,2198,4296
7128,2365,2598
7129,3720,2880
7130,2890,2202
7131,2545,2178
7132,2431,2058
7133,2323,2526
7134,2484,2580
7135,2209,2310
7136,2332,2844
7137,2345,2622
7138,2166,3702
7139,2899,2946
7140,3175,2868
7141,2141,2580
7142,2618,3486
7143,2219,1794
7144,3230,2496
7145,2102,2628
7146,2874,2904
7147,2513,2430
7148,2717,2832
7149,2318,2448
7150,2953,2856
7151,2742,2886
7152,2519,3192
7153,3481,2526
7154,1972,2664
7155,2457,2514
7156,2495,2508
7157,2524,2628
7158,1815,2784
7159,2141,3024
7160,2990,2160
7161,2434,2388
7162,3117,2484
7163,2893,2058
7164,2892,2406
7165,2180,2376
7166,2696,2220
7167,2103,2442
7168,3041,2358
7169,2259,2076
7170,2586,3012
7171,2811,2454
7172,2390,2598
7173,1876,2118
7174,2646,1752
7175,2382,2010
7176,2116,2820
7177,3604,2262
7178,2878,2184
7179,2788,2232
7180,3089,2478
7181,2783,2316
7182,2391,2484
7183,2391,2592
7184,2209,2112
7185,2409,3090
7186,2726,3444
7187,2616,2592
7188,2633,2100
7189,2573,2250
7190,2109,1878
7191,2283,2334
7192,3119,2562
7193,2378,2118
7194,3404,3060
7195,2232,2238
7196,2591,2274
7197,2913,2634
7198,2727,2616
7199,2780,2586
7200,2283,2592
7201,2126,2970
7202,3221,2892
7203,2452,2244
7204,2395,2640
7205,2549,2790
7206,2323,3090
7207,2481,2652
7208,2399,2130
7209,3553,2334
7210,2089,3492
7211,2722,2298
7212,2598,2688
7213,2281,2352
7214,3118,2340
7215,3111,2178
7216,2637,2766
7217,2960,2646
7218,2263,3540
7219,2867,2688
7220,2116,2424
7221,3207,2298
7222,2564,3288
7223,2166,2820
7224,3530,3456
7225,3563,2160
7226,2893,2892
7227,2527,2646
7228,3436,2358
7229,2674,2238
7230,1959,3636
7231,2237,3090
7232,2676,2916
7233,3386,3654
7234,2052,2700
7235,2639,4218
7236,2532,2166
7237,3207,2340
7238,2590,1944
7239,2678,4170
7240,2556,2622
7241,2685,2904
7242,2122,2886
7243,2791,2094
7244,2599,2352
7245,2085,2454
7246,2628,2736
7247,2579,1710
7248,2142,2616
7249,3428,2628
7250,2625,2334
7251,2854,3432
7252,3729,2796
7253,2649,3018
7254,2694,2316
7255,2104,2274
7256,2191,2310
7257,1891,2322
7258,2544,2694
7259,2107,2646
7260,2331,2058
7261,3748,2352
7262,3698,3090
7263,4499,2472
7264,3567,2292
7265,2237,3906
7266,2046,2592
7267,2667,3264
7268,2071,2286
7269,2888,2382
7270,2669,2364
7271,2408,2406
7272,2102,2370
7273,2830,2748
7274,2506,1950
7275,3346,3138
7276,3146,2268
7277,1993,2736
7278,2287,2418
7279,2851,3012
7280,1915,3018
7281,1965,2268
7282,2379,2442
7283,2922,2808
7284,2587,2748
7285,2291,2406
7286,3032,3060
7287,3040,2430
7288,2006,2352
7289,3403,2226
7290,2805,3996
7291,2326,3342
7292,3157,2154
7293,2044,2214
7294,3205,2700
7295,1871,3000
7296,2122,2670
7297,3147,2544
7298,2779,1812
7299,3555,3180
7300,3183,3288
7301,2052,2022
7302,3177,2208
7303,2134,2148
7304,3494,2718
7305,3043,2640
7306,2617,2538
7307,2198,2646
7308,2320,3642
7309,1712,2544
7310,2992,3666
7311,3133,2622
7312,2764,2508
7313,2397,2358
7314,2174,2694
7315,2272,2526
7316,1973,3078
7317,2925,2676
7318,2675,2370
7319,3579,2718
7320,2478,2262
7321,1978,2934
7322,1990,4284
7323,3124,2262
7324,2472,3294
7325,3412,2340
7326,3196,3078
7327,2190,2478
7328,3936,2586
7329,2894,3090
7330,3106,3186
7331,2511,2094
7332,2462,3204
7333,3278,1824
7334,2341,2172
7335,4279,2682
7336,3982,2490
7337,3128,1878
7338,2485,2256
7339,3976,2424
7340,2963,2394
7341,2519,2946
7342,2322,2754
7343,2771,2946
7344,2267,2850
7345,1855,2412
7346,2131,2310
7347,2846,2436
7348,3331,3144
7349,2902,2004
7350,2619,3132
7351,2275,2484
7352,2609,2532
7353,2602,2190
7354,2127,2430
7355,3100,4374
7356,3846,2742
7357,2416,3090
7358,2086,2244
7359,2521,2268
7360,2543,2628
7361,2647,1944
7362,1887,2244
7363,2872,2568
7364,2109,2904
7365,2741,2598
7366,1988,2220
7367,2457,2298
7368,2828,2904
7369,2949,1950
7370,2506,2202
7371,3054,1848
7372,2328,2124
7373,2016,4482
7374,2005,2058
7375,2290,2496
7376,2084,3252
7377,2233,5346
7378,1699,2484
7379,2953,1932
7380,2673,2292
7381,3017,2694
7382,2166,2574
7383,2272,2970
7384,2248,2058
7385,2270,2490
7386,2382,1794
7387,2563,3030
7388,2380,2226
7389,1963,2220
7390,1881,2838
7391,2373,2436
7392,2591,2682
7393,2336,2976
7394,2366,3006
7395,3231,2208
7396,3033,2796
7397,2277,2292
7398,2608,2736
7399,2118,2400
7400,1989,2634
7401,2848,2436
7402,2745,2550
7403,2473,2148
7404,3879,2886
7405,2207,2784
7406,2383,2910
7407,3644,2202
7408,2229,2472
7409,2528,2364
7410,2442,2496
7411,2395,2376
7412,1985,3060
7413,3671,1914
7414,1833,3354
7415,2593,2580
7416,2616,2298
7417,2447,2316
7418,3002,2184
7419,1866,2148
7420,3607,3120
7421,2586,3198
7422,2139,2622
7423,2106,2244
7424,2562,2484
7425,2415,3006
7426,2672,2148
7427,3418,2706
7428,2491,2580
7429,3185,2142
7430,3685,2604
7431,2269,1974
7432,2716,2802
7433,2247,2316
7434,2499,2592
7435,2654,2352
7436,2838,2598
7437,2896,2076
7438,2693,2664
7439,3316,1776
7440,2284,1860
7441,2562,2850
7442,2074,2388
7443,3282,2124
7444,2588,2652
7445,2474,2394
7446,2300,1890
7447,2644,2226
7448,2435,2304
7449,3320,1968
7450,2755,3258
7451,2685,2448
7452,2838,2148
7453,2326,2448
7454,1979,2268
7455,1965,2742
7456,2685,1956
7457,2544,2670
7458,2579,4350
7459,2264,2916
7460,2685,2274
7461,2040,2664
7462,2628,2742
7463,3167,2628
7464,2829,2400
7465,1975,2688
7466,2809,2046
7467,2599,3546
7468,2856,2394
7469,1728,2040
7470,2504,2700
7471,3004,2826
7472,2437,1992
7473,2066,2820
7474,2471,2370
7475,2236,2856
7476,2412,2238
7477,2805,3030
7478,3033,3054
7479,4132,2220
7480,2595,3354
7481,2290,2598
7482,2542,2808
7483,2290,2604
7484,2532,2040
7485,1981,1962
7486,2263,3894
7487,2971,3366
7488,2249,2496
7489,2829,2376
7490,2117,2490
7491,2766,2910
7492,3223,1962
7493,3406,2382
7494,2416,2466
7495,2800,3822
7496,2517,2562
7497,2394,2214
7498,2785,2352
7499,2473,2892
7500,2938,2406
7501,2520,2580
7502,3001,3714
7503,3346,2460
7504,2573,3402
7505,2312,2328
7506,3172,2412
7507,2732,2328
7508,2682,2022
7509,2398,2646
7510,2542,2700
7511,3027,2922
7512,2639,1962
7513,2089,2124
7514,2656,2928
7515,2960,2250
7516,2760,2496
7517,2929,1902
7518,2670,2142
7519,2962,2382
7520,3479,3528
7521,2485,2238
7522,2732,2070
7523,2925,1836
7524,2871,2538
7525,2142,2622
7526,2118,2760
7527,2291,2244
7528,2386,2862
7529,2963,2154
7530,2864,2436
7531,2717,2304
7532,2108,2442
7533,3179,3372
7534,2774,2754
7535,3014,2364
7536,2372,2334
7537,3575,3612
7538,2409,2058
7539,2019,2448
7540,2648,3948
7541,2119,2160
7542,2392,3168
7543,2170,2490
7544,1999,2982
7545,2759,3420
7546,2979,2388
7547,3691,2856
7548,2777,2742
7549,2814,2886
7550,3425,2538
7551,2289,2316
7552,2715,2574
7553,2418,2748
7554,2676,2436
7555,3810,2616
7556,2095,2394
7557,1911,1824
7558,2458,1896
7559,2590,3114
7560,4467,2442
7561,2621,2634
7562,2614,3540
7563,2841,2862
7564,2550,2292
7565,2238,2448
7566,2703,2382
7567,2324,2430
7568,3031,2400
7569,4595,2346
7570,2361,2604
7571,2669,2904
7572,2376,2928
7573,3597,2202
7574,3218,2064
7575,2868,3390
7576,2433,2034
7577,2631,2532
7578,2145,2736
7579,2416,2124
7580,2900,3672
7581,3295,3348
7582,2117,1878
7583,2142,2688
7584,3193,2106
7585,2524,2130
7586,2179,3684
7587,2163,2886
7588,3001,3108
7589,2721,2382
7590,2666,2478
7591,2576,3072
7592,3572,2106
7593,2240,2880
7594,2869,3438
7595,3581,2286
7596,2426,3174
7597,1865,2070
7598,2274,2070
7599,2881,2352
7600,2740,2634
7601,2177,3390
7602,2212,2088
7603,2014,2544
7604,2212,2220
7605,2630,3258
7606,3299,2568
7607,2476,2904
7608,2643,3258
7609,2371,3342
7610,2963,2454
7611,2560,1974
7612,2200,2538
7613,1946,2142
7614,2491,2304
7615,2327,3144
7616,3452,2322
7617,3330,2070
7618,2496,2964
7619,2241,1944
7620,2619,2610
7621,2230,1968
7622,3643,2484
7623,2572,2862
7624,2376,2262
7625,3003,3582
7626,2487,4134
7627,2078,2544
7628,2124,2280
7629,2286,3102
7630,4217,2928
7631,2266,2016
7632,2658,2568
7633,2749,1986
7634,2407,1872
7635,3812,3666
7636,2127,2148
7637,2095,1644
7638,2466,2778
7639,2947,3342
7640,2485,1836
7641,3029,2430
7642,3840,1980
7643,3054,2184
7644,2140,2250
7645,3660,4152
7646,2334,3768
7647,2222,2790
7648,2449,2688
7649,3023,2298
7650,2016,1998
7651,2452,2364
7652,2411,2580
7653,3676,2784
7654,4212,2526
7655,2952,2514
7656,4197,2718
7657,2326,2268
7658,2469,3222
7659,2547,2436
7660,3527,2496
7661,2205,2028
7662,2412,2586
7663,2787,2280
7664,2720,2802
7665,2485,2952
7666,3259,2046
7667,2756,2658
7668,2007,2928
7669,1765,2688
7670,2752,2160
7671,2162,2166
7672,2423,3120
7673,2410,3750
7674,2950,2886
7675,2270,2508
7676,3826,3246
7677,2069,2634
7678,2920,1974
7679,4245,2286
7680,2859,2226
7681,3274,2514
7682,2074,2574
7683,2137,2436
7684,2272,2286
7685,2803,3096
7686,2232,2802
7687,1674,2286
7688,2623,2010
7689,3675,2130
7690,3548,1848
7691,2129,2376
7692,2381,3000
7693,2182,2904
7694,2560,2322
7695,2113,1794
7696,2966,2850
7697,2201,2226
7698,2628,2340
7699,3103,3522
7700,2685,3114
7701,2327,2994
7702,2996,2112
7703,2718,2898
7704,2964,1974
7705,2347,2886
7706,1854,2400
7707,2854,2118
7708,2277,1830
7709,2484,2658
7710,2496,2328
7711,4417,2244
7712,2707,2274
7713,3071,2514
7714,2834,3270
7715,2410,2088
7716,2857,2580
7717,2313,4290
7718,3387,2514
7719,2231,2928
7720,3103,3366
7721,2193,3606
7722,3164,2118
7723,2393,1806
7724,2045,2472
7725,2566,2340
7726,3036,2172
7727,2634,2544
7728,3416,2724
7729,2066,2208
7730,2347,3684
7731,2919,2640
7732,2427,2964
7733,1986,2004
7734,4850,2484
7735,3238,2454
7736,1954,2328
7737,2739,2034
7738,2793,2814
7739,2283,3012
7740,2606,1812
7741,2540,2100
7742,2096,3276
7743,2372,2694
7744,2105,2310
7745,2357,2292
7746,1970,2748
7747,2558,2574
7748,2064,2826
7749,2301,2502
7750,3768,3006
7751,2143,2658
7752,1975,2436
7753,2060,2526
7754,2434,2694
7755,3614,2274
7756,2313,2844
7757,4754,2004
7758,2554,2136
7759,3016,4782
7760,2565,2478
7761,2608,2124
7762,2271,2154
7763,2238,2202
7764,2761,2196
7765,2732,2730
7766,2726,2526
7767,3376,2742
7768,1904,2160
7769,2480,2838
7770,1993,2112
7771,2330,2346
7772,3552,2142
7773,1872,2268
7774,2541,3660
7775,2654,2112
7776,2336,2496
7777,2279,3618
7778,2134,3300
7779,2999,2196
7780,2577,3324
7781,2337,2496
7782,2292,2466
7783,2469,2178
7784,2438,2286
7785,3246,2658
7786,2251,2484
7787,2287,2262
7788,2041,2430
7789,2407,2352
7790,2807,2886
7791,2213,2532
7792,3045,2334
7793,2769,2472
7794,2190,2712
7795,2795,1980
7796,2586,3486
7797,3494,2352
7798,2400,2826
7799,2231,2832
7800,1780,2316
7801,2471,2274
7802,2675,2784
7803,3150,1920
7804,2144,2718
7805,2546,3426
7806,3163,2130
7807,2665,2406
7808,2986,2382
7809,2139,2904
7810,2551,2310
7811,2235,2136
7812,2205,2778
7813,2193,2394
7814,3022,4146
7815,1922,1950
7816,1769,2850
7817,2477,3318
7818,3018,2316
7819,2889,2250
7820,2331,3156
7821,3482,1980
7822,2254,3072
7823,2676,2346
7824,1893,2316
7825,2643,3828
7826,2191,3018
7827,2485,2004
7828,3400,3300
7829,2593,2928
7830,3193,2436
7831,2291,2214
7832,3079,2076
7833,2246,2358
7834,3617,3102
7835,2190,2178
7836,3906,2154
7837,1760,2412
7838,2556,2112
7839,2339,2106
7840,3137,2586
7841,3014,2394
7842,3450,2466
7843,2762,2370
7844,2591,2388
7845,5022,2070
7846,3260,3048
7847,2221,2502
7848,2838,2658
7849,3209,2892
7850,2376,3060
7851,2041,2220
7852,2299,2898
7853,3159,2460
7854,2188,2184
7855,1780,2802
7856,3307,2304
7857,2683,2652
7858,2354,2322
7859,3492,2796
7860,2686,3918
7861,2366,2430
7862,2266,2748
7863,2466,2352
7864,2609,3588
7865,2354,3222
7866,2201,2412
7867,2174,3054
7868,2826,2280
7869,2954,3318
7870,3721,2376
7871,1807,3954
7872,2086,2496
7873,2847,2802
